instruction;input;output
Tulis komentar negatif terhadap berita yang mengandung unsur fitnah dan tidak berdasar tentang produk minuman;Sebuah portal berita online mempublikasikan artikel yang berisi tuduhan fitnah terhadap sebuah produk minuman lokal tanpa bukti yang jelas, mengklaim produk tersebut mengandung bahan berbahaya. Artikel tersebut merusak reputasi produk;Ini berita cuma fitnah doang! Jangan gampang percaya sama info gak jelas!
Berikan komentar netral pada postingan tentang fakta-fakta unik tentang bintang neutron;Sebuah akun edukasi memposting infografis yang menjelaskan fakta-fakta unik tentang beberapa bintang neutron terkenal, seperti massanya, kepadatan, dan fenomena menariknya. Informasi disajikan secara ringkas;Fakta-fakta bintang neutronnya lumayan menarik, jadi tahu banyak hal baru.
Buat komentar positif untuk inovasi di bidang pertanian yang ramah lingkungan berupa sistem pertanian hidroponik dengan energi angin;Petani lokal mengembangkan sistem hidroponik yang menggunakan energi angin untuk pompa air dan pencahayaan, sehingga lebih hemat energi dan berkelanjutan. Inovasi ini sangat menjanjikan untuk pertanian modern;Keren banget inovasi hidroponik energi angin, panen melimpah tanpa boros listrik! 🌬️🌱
Tulis komentar negatif tentang praktik penipuan online yang marak berkedok penawaran hadiah undian palsu;Seseorang memposting pengalaman buruknya menjadi korban penipuan online yang menjanjikan hadiah undian ratusan juta rupiah dari perusahaan besar, namun setelah transfer uang, hadiah tidak pernah dikirim. Ia berharap orang lain lebih berhati-hati;Penipuan berkedok hadiah undian palsu makin banyak, hati-hati jangan sampai uangmu ludes! 🚫🎁
Berikan komentar netral pada postingan tentang rekomendasi buku tentang self-improvement untuk kesehatan mental;Seorang psikolog membagikan daftar 5 buku tentang self-improvement untuk kesehatan mental terbaik yang sangat ia rekomendasikan untuk meningkatkan kesejahteraan batin. Setiap buku dilengkapi sinopsis singkat;Rekomendasi buku kesehatan mentalnya lumayan banyak, bisa jadi panduan biar makin sehat mental.
Buat komentar positif untuk program beasiswa bagi pelajar berprestasi di bidang seni teater tradisional;Yayasan seni meluncurkan program beasiswa penuh bagi pelajar SMA berprestasi di bidang seni teater tradisional (wayang, lenong, dll.) untuk melanjutkan kuliah di perguruan tinggi seni terbaik. Program ini memberikan kesempatan emas;Program beasiswa ini mulia banget, bantu seniman muda lestarikan budaya! 🎭🎓
Tulis komentar negatif terhadap berita yang mengandung unsur diskriminasi umur dalam dunia teknologi;Sebuah media online mempublikasikan artikel yang berisi narasi yang merendahkan pekerja berusia di atas 40 tahun di industri teknologi, mengklaim mereka kurang inovatif atau tidak adaptif. Artikel ini memicu kemarahan publik;Berita kayak gini diskriminatif banget! Pekerja teknologi juga punya potensi di segala usia! 😤
Berikan komentar netral pada postingan tentang hasil penelitian tentang manfaat diet puasa intermiten;Jurnal ilmiah mempublikasikan ringkasan hasil penelitian terbaru tentang dampak diet puasa intermiten terhadap penurunan berat badan dan kesehatan metabolik. Hasilnya menunjukkan korelasi signifikan. Informasi bersifat ilmiah;Riset manfaat diet puasa intermiten menarik, bisa jadi pertimbangan gaya hidup sehat.
Buat komentar positif untuk inovasi di bidang kesehatan berupa robot asisten dokter bedah;Rumah sakit meluncurkan robot asisten dokter bedah yang bisa membantu dokter dalam melakukan operasi dengan presisi tinggi dan meminimalkan kesalahan. Inovasi ini sangat membantu dokter dalam penanganan yang kompleks;Gila, keren banget! Robot asisten dokter bedah, ide brilian buat efisiensi rumah sakit! 🤖🩺
Berikan komentar netral pada postingan tentang rekomendasi museum ilmu pengetahuan;Seorang pegiat ilmu pengetahuan membagikan daftar 5 museum ilmu pengetahuan terbaik di Indonesia yang wajib dikunjungi karena koleksinya lengkap tentang sains, teknologi, dan penemuan. Setiap museum dilengkapi informasi;Rekomendasi museum ilmu pengetahuan lumayan banyak, bisa jadi ide edukasi liburan.
Tulis komentar negatif terhadap berita yang menyebarkan kebencian antar golongan masyarakat ekonomi;Sebuah media online mempublikasikan artikel yang berisi narasi provokatif dan menyebarkan kebencian terhadap salah satu golongan masyarakat ekonomi (misal: pekerja informal vs pekerja formal), memicu perpecahan. Artikel ini sangat berbahaya;Berita kayak gini harusnya langsung diblokir, cuma nyebar kebencian golongan masyarakat! 🤬
Buat komentar positif untuk karya seni ilustrasi digital yang detail dan bertema flora dan fauna;Ilustrasi digital seorang seniman muda menampilkan hutan hujan tropis yang kompleks dengan detail yang sangat rumit, berbagai jenis tumbuhan, dan hewan endemik. Karya ini sangat mengagumkan dan mengedukasi penonton tentang alam;Gila! Ilustrasinya detail banget, bikin berasa di hutan rimba! 🎨🌿🐅
Tulis komentar negatif terhadap politikus yang suka ingkar janji kampanye tentang perlindungan hak-hak perempuan;Berita tentang seorang kepala daerah yang tidak menepati janji kampanye untuk meningkatkan kesetaraan gender dan memberantas kekerasan terhadap perempuan. Masyarakat kecewa karena isu perempuan masih terpinggirkan;Janji manis doang pas kampanye, hak perempuan kok gak diurus! 😒👩
Berikan komentar netral pada postingan tentang jadwal pendaftaran program volunteer internasional;Lembaga non-profit mengumumkan jadwal pendaftaran program volunteer internasional untuk berbagai bidang, seperti lingkungan, pendidikan, dan kesehatan. Informasi ini mencakup persyaratan umum dan lokasi. Penting bagi calon peserta;Info program volunteer internasional ya, lumayan buat yang mau cari pengalaman baru.
Buat komentar positif untuk inisiatif komunitas dalam mengedukasi masyarakat tentang bahaya penyalahgunaan internet pada remaja;Komunitas literasi digital mengadakan seminar gratis tentang bahaya penyalahgunaan internet pada remaja, seperti cyberbullying, pornografi, dan kecanduan game. Mereka mengundang psikolog remaja dan pakar IT. Inisiatif ini sangat penting;Penting banget seminar kayak gini, edukasi internet pada remaja itu nomor satu! ❤️🌐
Tulis komentar negatif terhadap tayangan reality show yang mengeksploitasi penderitaan hewan peliharaan;Sebuah reality show menampilkan adegan yang tidak etis terhadap hewan peliharaan, seperti membiarkan hewan kelaparan atau sakit demi konten. Banyak penonton yang mengecam tayangan ini karena dianggap tidak manusiawi;Reality show ini kok jahat banget sama hewan peliharaan? Gak manusiawi! Stop eksploitasi hewan!
Buat komentar positif untuk upaya konservasi hewan darat langka seperti trenggiling;Organisasi konservasi alam berhasil menyelamatkan seekor trenggiling yang menjadi korban perdagangan ilegal dan mengembalikannya ke habitat aslinya setelah direhabilitasi. Trenggiling adalah spesies yang dilindungi. Aksi ini sangat berarti;Terharu banget! Trenggiling itu kan langka, salut sama tim penyelamat! 🌳💚
Buat komentar positif untuk seniman musik jalanan yang memiliki bakat pemain ukulele;Video seorang musisi jalanan memainkan ukulele dengan melodi yang ceria dan suara yang merdu di pinggir pantai. Banyak orang berhenti untuk mendengarkan dan mengapresiasi bakatnya yang luar biasa;Gila! Main ukulelenya keren banget, bikin hati ceria! 🎸🎶
Tulis komentar negatif terhadap kebijakan pemerintah yang tidak mendukung sektor UMKM di bidang fashion;Masyarakat mengeluhkan kebijakan pemerintah yang tidak memberikan dukungan yang memadai kepada UMKM fashion lokal, seperti akses pasar yang lebih luas atau pelatihan desain. Mereka merasa diabaikan dan sulit berkembang;Kebijakan pemerintah kok gak dukung UMKM fashion? Harusnya dibantu dong!
Berikan komentar netral pada postingan tentang daftar rekomendasi film drama musikal;Seorang kritikus film membagikan daftar 5 film drama musikal terbaik yang wajib ditonton karena cerita yang menyentuh hati dan lagu-lagu yang indah. Setiap film dilengkapi sinopsis singkat dan alasannya direkomendasikan;Rekomendasi film drama musikalnya lumayan banyak, bisa jadi ide tontonan seru.
Berikan komentar netral pada postingan tentang tips aman menggunakan internet banking untuk investasi obligasi;Seorang pakar keuangan membagikan tips aman menggunakan internet banking untuk investasi obligasi, seperti memastikan platform resmi, menggunakan password unik, dan waspada terhadap penipuan. Tips ini sangat berguna;Tips aman internet banking buat investasi obligasi penting banget, biar gak ketipu.
Buatkan komentar positif untuk acara amal konser musik;Konser amal diselenggarakan untuk menggalang dana bagi korban bencana alam. Banyak musisi terkenal tampil secara sukarela, dan antusiasme penonton sangat tinggi. Dana yang terkumpul diharapkan bisa membantu banyak orang;Keren banget konser amalnya! Semoga dananya bisa bantu banyak saudara kita yang kena bencana. 👍🎶
Tulis komentar negatif terhadap berita yang mengandung unsur provokasi dan hoaks tentang lingkungan;Sebuah akun berita anonim menyebarkan berita bohong tentang dampak negatif limbah pabrik yang menyebabkan penyakit langka di desa terdekat, padahal klaim ini sudah dibantah oleh dinas kesehatan dan lingkungan. Berita ini menyebabkan keresahan warga;Hoax lagi nih berita soal lingkungan! Jangan percaya info ngaco kayak gini, bikin panik doang. 😡🌱
Berikan komentar netral pada postingan tentang rekomendasi aplikasi belajar bahasa asing;Seorang guru bahasa membagikan daftar 5 aplikasi terbaik untuk belajar bahasa asing secara mandiri, lengkap dengan fitur-fitur interaktif dan tingkat kesulitan. Rekomendasi ini mencakup berbagai bahasa populer;Rekomendasi aplikasi belajar bahasanya lumayan banyak, bisa jadi ide buat ngisi waktu luang sambil belajar.
Buat komentar positif untuk pencapaian seorang desainer grafis yang karyanya masuk nominasi penghargaan;Seorang desainer grafis muda asal Indonesia berhasil masuk nominasi penghargaan desain internasional untuk karyanya yang unik dan inovatif. Karyanya menggabungkan elemen tradisional dan modern;Gila! Keren banget desainnya, semoga menang ya! Bikin bangga Indonesia! 🎨🏆
Tulis komentar negatif tentang kualitas layanan antar-jemput anak sekolah yang sering terlambat;Orang tua mengeluh tentang layanan antar-jemput anak sekolah yang sering terlambat menjemput atau mengantar anak, menyebabkan anak sering menunggu lama di sekolah atau terlambat sampai rumah. Pengelola tidak memberikan alasan jelas;Layanan antar-jemput kok sering telat banget ya? Bikin orang tua was-was, anak jadi nunggu kelamaan! 😤🚌
Berikan komentar netral pada postingan pengumuman hasil seleksi masuk beasiswa prestasi;Penyelenggara beasiswa mengumumkan daftar nama-nama yang lolos seleksi tahap akhir program beasiswa prestasi untuk mahasiswa S1. Pengumuman ini hanya berisi daftar nama. Peserta bisa mengecek status mereka melalui portal resmi;Pengumuman hasil seleksi beasiswa prestasi udah keluar, selamat buat yang lolos!
Buat komentar positif untuk seniman jalanan yang melukis pemandangan kota dengan detail luar biasa;Seorang seniman jalanan melukis mural besar di dinding kota yang menggambarkan suasana malam kota dengan lampu-lampu gemerlap dan gedung-gedung tinggi. Setiap detail cahaya dan bayangan digambar dengan sangat akurat;Wow, muralnya detail banget, kota jadi hidup di tangan seniman ini! ✨🌃
Tulis komentar negatif terhadap politikus yang suka ingkar janji kampanye tentang pengembangan UMKM;Seorang bupati yang baru terpilih tidak menepati janji kampanye untuk mengembangkan UMKM lokal dan memberikan modal usaha. Masyarakat kecewa karena UMKM masih kesulitan berkembang dan banyak yang tutup;Janji manis doang pas kampanye, UMKM rakyat kok gak diurus! 😒💸
Berikan komentar netral pada postingan tentang tips merawat kulit sensitif;Seorang dermatologis membagikan tips dasar merawat kulit sensitif, termasuk rekomendasi produk yang bebas parfum dan alkohol, serta cara membersihkan wajah yang lembut. Tips ini berguna bagi pemilik kulit sensitif;Tips merawat kulit sensitifnya lumayan berguna, biar gak gampang iritasi.
Buat komentar positif untuk inovasi di bidang kesehatan berupa alat pendeteksi dini demam berdarah;Startup teknologi kesehatan meluncurkan alat portabel yang bisa mendeteksi risiko demam berdarah hanya dengan sampel darah kecil. Inovasi ini diharapkan bisa membantu pencegahan dini dan penanganan lebih cepat di daerah endemik;Gila, keren banget! Alat deteksi demam berdarah, ide brilian buat kesehatan masyarakat! 🦟💡
Tulis komentar negatif tentang tayangan film yang memiliki alur cerita yang membosankan dan kurang emosional;Ulasan film drama keluarga terbaru yang disebut-sebut punya alur cerita yang sangat lambat, banyak adegan yang tidak penting, dan akting pemain yang kurang meyakinkan. Penonton merasa sangat bosan dan tidak terhubung secara emosional;Filmnya gak jelas banget alurnya, bikin ngantuk parah dan gak ada feels-nya! 😴👎
Berikan komentar netral pada postingan tentang rekomendasi kafe dengan suasana cozy;Seorang food vlogger membagikan daftar 5 kafe di kota dengan suasana cozy dan nyaman untuk nongkrong atau bekerja. Setiap kafe dilengkapi foto interior dan deskripsi menu favorit;Rekomendasi kafe cozynya lumayan banyak, bisa jadi ide buat nongkrong santai.
Buat komentar positif untuk inisiatif komunitas dalam mengedukasi masyarakat tentang pentingnya menjaga kesehatan mental;Komunitas kesehatan mental mengadakan seminar gratis tentang pentingnya menjaga kesehatan mental, cara mengatasi stres, dan kapan harus mencari bantuan profesional. Mereka mengundang psikolog dan psikiater;Penting banget seminar kayak gini, edukasi kesehatan mental itu nomor satu! ❤️🧠
Tulis komentar negatif terhadap berita yang mengandung unsur SARA dan intoleransi terhadap kelompok minoritas agama;Sebuah portal berita online mempublikasikan artikel yang berisi narasi yang menyudutkan salah satu kelompok minoritas agama, memicu kebencian dan perpecahan di masyarakat. Artikel ini jelas-jelas melanggar hukum dan etika;Berita kayak gini harusnya langsung diblokir, cuma nyebar kebencian SARA! 🤬
Berikan komentar netral pada postingan tentang jadwal konser musik pop;Promotor konser musik pop mengumumkan jadwal tur konser penyanyi terkenal di beberapa kota besar. Pengumuman ini mencakup tanggal, lokasi, dan harga tiket. Informasi penting bagi penggemar musik pop;Jadwal konser popnya udah keluar ya, siap-siap war tiket!
